aqi_class,aqi_goodness,aqi_class_recode,aqi,pm10,pm2.5,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city
good,1,4,21,3.09,2.08,44.52,2022-02-05T19:00:00,0.98,10.24,2022-02-06T01:00:00,2022-02-06:01,415.84,1644109200,Fort Worth
good,1,4,21,2.81,1.87,45.73,2022-02-05T18:00:00,0.92,10.09,2022-02-06T00:00:00,2022-02-06:00,413.89,1644105600,Fort Worth
good,1,4,23,2.5,1.75,50.57,2022-02-05T17:00:00,1.04,7.64,2022-02-05T23:00:00,2022-02-05:23,400.13,1644102000,Fort Worth
good,1,4,26,2.2,1.63,55.42,2022-02-05T16:00:00,1.17,5.18,2022-02-05T22:00:00,2022-02-05:22,386.36,1644098400,Fort Worth
good,1,4,28,1.89,1.51,60.26,2022-02-05T15:00:00,1.29,2.73,2022-02-05T21:00:00,2022-02-05:21,372.59,1644094800,Fort Worth
good,1,4,22,2.9,2.17,46.81,2022-02-05T14:00:00,1.15,3.78,2022-02-05T20:00:00,2022-02-05:20,415.01,1644091200,Fort Worth
good,1,4,15,3.91,2.84,33.36,2022-02-05T13:00:00,1.02,4.83,2022-02-05T19:00:00,2022-02-05:19,457.43,1644087600,Fort Worth
good,1,4,15,4.92,3.5,19.92,2022-02-05T12:00:00,0.88,5.88,2022-02-05T18:00:00,2022-02-05:18,499.84,1644084000,Fort Worth
good,1,4,15,5,3.56,16.93,2022-02-05T11:00:00,1.07,6.99,2022-02-05T17:00:00,2022-02-05:17,506.8,1644080400,Fort Worth
good,1,4,15,5.08,3.61,13.94,2022-02-05T10:00:00,1.26,8.1,2022-02-05T16:00:00,2022-02-05:16,513.75,1644076800,Fort Worth
good,1,4,15,5.16,3.67,10.95,2022-02-05T09:00:00,1.45,9.21,2022-02-05T15:00:00,2022-02-05:15,520.71,1644073200,Fort Worth
good,1,4,14,4.54,3.3,10.35,2022-02-05T08:00:00,1.24,9.33,2022-02-05T14:00:00,2022-02-05:14,504.02,1644069600,Fort Worth
good,1,4,12,3.92,2.93,9.75,2022-02-05T07:00:00,1.04,9.44,2022-02-05T13:00:00,2022-02-05:13,487.33,1644066000,Fort Worth
good,1,4,11,3.31,2.56,9.14,2022-02-05T06:00:00,0.83,9.55,2022-02-05T12:00:00,2022-02-05:12,470.64,1644062400,Fort Worth
good,1,4,10,3.24,2.47,11.63,2022-02-05T05:00:00,0.84,9.29,2022-02-05T11:00:00,2022-02-05:11,465.35,1644058800,Fort Worth
good,1,4,10,3.17,2.37,14.12,2022-02-05T04:00:00,0.85,9.03,2022-02-05T10:00:00,2022-02-05:10,460.07,1644055200,Fort Worth
good,1,4,9,3.1,2.28,16.61,2022-02-05T03:00:00,0.86,8.77,2022-02-05T09:00:00,2022-02-05:09,454.78,1644051600,Fort Worth
good,1,4,9,3.2,2.27,18.57,2022-02-05T02:00:00,1.05,9.34,2022-02-05T08:00:00,2022-02-05:08,454.51,1644048000,Fort Worth
good,1,4,10,3.31,2.27,20.54,2022-02-05T01:00:00,1.23,9.91,2022-02-05T07:00:00,2022-02-05:07,454.23,1644044400,Fort Worth
good,1,4,10,3.41,2.26,22.51,2022-02-05T00:00:00,1.41,10.47,2022-02-05T06:00:00,2022-02-05:06,453.95,1644040800,Fort Worth
good,1,4,11,3.5,2.24,24.2,2022-02-04T23:00:00,1.52,10.76,2022-02-05T05:00:00,2022-02-05:05,448.94,1644037200,Fort Worth
good,1,4,12,3.59,2.23,25.89,2022-02-04T22:00:00,1.63,11.05,2022-02-05T04:00:00,2022-02-05:04,443.94,1644033600,Fort Worth
good,1,4,13,3.68,2.21,27.58,2022-02-04T21:00:00,1.74,11.33,2022-02-05T03:00:00,2022-02-05:03,438.93,1644030000,Fort Worth
good,1,4,14,3.63,2.19,29.31,2022-02-04T20:00:00,1.72,10.57,2022-02-05T02:00:00,2022-02-05:02,431.7,1644026400,Fort Worth
good,1,4,14,3.59,2.16,31.04,2022-02-04T19:00:00,1.69,9.81,2022-02-05T01:00:00,2022-02-05:01,424.46,1644022800,Fort Worth
good,1,4,15,3.54,2.13,32.77,2022-02-04T18:00:00,1.66,9.05,2022-02-05T00:00:00,2022-02-05:00,417.23,1644019200,Fort Worth
good,1,4,16,3.34,2.09,33.56,2022-02-04T17:00:00,1.72,7.27,2022-02-04T23:00:00,2022-02-04:23,414.31,1644015600,Fort Worth
good,1,4,16,3.13,2.04,34.35,2022-02-04T16:00:00,1.78,5.48,2022-02-04T22:00:00,2022-02-04:22,411.39,1644012000,Fort Worth
good,1,4,16,2.92,2,35.14,2022-02-04T15:00:00,1.83,3.7,2022-02-04T21:00:00,2022-02-04:21,408.47,1644008400,Fort Worth
good,1,4,16,2.88,1.94,34.45,2022-02-04T14:00:00,1.94,3.64,2022-02-04T20:00:00,2022-02-04:20,410.7,1644004800,Fort Worth
good,1,4,16,2.84,1.88,33.77,2022-02-04T13:00:00,2.04,3.58,2022-02-04T19:00:00,2022-02-04:19,412.92,1644001200,Fort Worth
good,1,4,15,2.8,1.82,33.08,2022-02-04T12:00:00,2.14,3.52,2022-02-04T18:00:00,2022-02-04:18,415.15,1643997600,Fort Worth
good,1,4,14,2.8,1.78,30.25,2022-02-04T11:00:00,2.41,4.81,2022-02-04T17:00:00,2022-02-04:17,420.57,1643994000,Fort Worth
good,1,4,13,2.81,1.73,27.42,2022-02-04T10:00:00,2.68,6.09,2022-02-04T16:00:00,2022-02-04:16,425.99,1643990400,Fort Worth
good,1,4,11,2.81,1.69,24.59,2022-02-04T09:00:00,2.95,7.37,2022-02-04T15:00:00,2022-02-04:15,431.42,1643986800,Fort Worth
good,1,4,11,2.57,1.57,24.23,2022-02-04T08:00:00,2.81,7.83,2022-02-04T14:00:00,2022-02-04:14,429.89,1643983200,Fort Worth
good,1,4,11,2.33,1.45,23.87,2022-02-04T07:00:00,2.67,8.28,2022-02-04T13:00:00,2022-02-04:13,428.36,1643979600,Fort Worth
good,1,4,11,2.08,1.33,23.51,2022-02-04T06:00:00,2.53,8.74,2022-02-04T12:00:00,2022-02-04:12,426.83,1643976000,Fort Worth
good,1,4,11,2.07,1.33,23.65,2022-02-04T05:00:00,2.45,8.61,2022-02-04T11:00:00,2022-02-04:11,426.13,1643972400,Fort Worth
good,1,4,11,2.06,1.33,23.78,2022-02-04T04:00:00,2.38,8.48,2022-02-04T10:00:00,2022-02-04:10,425.44,1643968800,Fort Worth
good,1,4,11,2.05,1.33,23.92,2022-02-04T03:00:00,2.31,8.34,2022-02-04T09:00:00,2022-02-04:09,424.74,1643965200,Fort Worth
good,1,4,11,1.79,1.14,24.05,2022-02-04T02:00:00,2.32,8.56,2022-02-04T08:00:00,2022-02-04:08,425.16,1643961600,Fort Worth
good,1,4,11,1.54,0.94,24.18,2022-02-04T01:00:00,2.33,8.79,2022-02-04T07:00:00,2022-02-04:07,425.58,1643958000,Fort Worth
good,1,4,11,1.28,0.75,24.32,2022-02-04T00:00:00,2.34,9.01,2022-02-04T06:00:00,2022-02-04:06,425.99,1643954400,Fort Worth
good,1,4,11,1.19,0.67,24.38,2022-02-03T23:00:00,2.4,9.36,2022-02-04T05:00:00,2022-02-04:05,425.44,1643950800,Fort Worth
good,1,4,11,1.09,0.58,24.44,2022-02-03T22:00:00,2.46,9.72,2022-02-04T04:00:00,2022-02-04:04,424.88,1643947200,Fort Worth
good,1,4,11,0.99,0.5,24.5,2022-02-03T21:00:00,2.52,10.08,2022-02-04T03:00:00,2022-02-04:03,424.33,1643943600,Fort Worth
good,1,4,12,1.02,0.52,25.21,2022-02-03T20:00:00,2.52,10.01,2022-02-04T02:00:00,2022-02-04:02,424.19,1643940000,Fort Worth
good,1,4,12,1.05,0.54,25.93,2022-02-03T19:00:00,2.52,9.94,2022-02-04T01:00:00,2022-02-04:01,424.05,1643936400,Fort Worth
good,1,4,12,1.08,0.56,26.64,2022-02-03T18:00:00,2.51,9.86,2022-02-04T00:00:00,2022-02-04:00,423.91,1643932800,Fort Worth
good,1,4,13,0.98,0.5,27.81,2022-02-03T17:00:00,2.52,8.53,2022-02-03T23:00:00,2022-02-03:23,419.88,1643929200,Fort Worth
good,1,4,13,0.88,0.44,28.97,2022-02-03T16:00:00,2.53,7.19,2022-02-03T22:00:00,2022-02-03:22,415.84,1643925600,Fort Worth
good,1,4,14,0.79,0.38,30.13,2022-02-03T15:00:00,2.54,5.85,2022-02-03T21:00:00,2022-02-03:21,411.81,1643922000,Fort Worth
good,1,4,14,0.68,0.31,31.14,2022-02-03T14:00:00,2.6,5.87,2022-02-03T20:00:00,2022-02-03:20,411.67,1643918400,Fort Worth
good,1,4,15,0.58,0.24,32.16,2022-02-03T13:00:00,2.65,5.9,2022-02-03T19:00:00,2022-02-03:19,411.53,1643914800,Fort Worth
good,1,4,15,0.47,0.18,33.17,2022-02-03T12:00:00,2.71,5.92,2022-02-03T18:00:00,2022-02-03:18,411.39,1643911200,Fort Worth
good,1,4,16,0.53,0.2,33.81,2022-02-03T11:00:00,2.73,6.77,2022-02-03T17:00:00,2022-02-03:17,413.76,1643907600,Fort Worth
good,1,4,16,0.59,0.23,34.45,2022-02-03T10:00:00,2.76,7.61,2022-02-03T16:00:00,2022-02-03:16,416.12,1643904000,Fort Worth
good,1,4,16,0.65,0.25,35.09,2022-02-03T09:00:00,2.79,8.46,2022-02-03T15:00:00,2022-02-03:15,418.48,1643900400,Fort Worth
good,1,4,17,0.53,0.2,36.06,2022-02-03T08:00:00,2.34,7.97,2022-02-03T14:00:00,2022-02-03:14,418.62,1643896800,Fort Worth
good,1,4,17,0.41,0.15,37.03,2022-02-03T07:00:00,1.89,7.48,2022-02-03T13:00:00,2022-02-03:13,418.76,1643893200,Fort Worth
good,1,4,18,0.29,0.1,38,2022-02-03T06:00:00,1.44,6.99,2022-02-03T12:00:00,2022-02-03:12,418.9,1643889600,Fort Worth
good,1,4,18,0.24,0.09,38.8,2022-02-03T05:00:00,1.27,6.88,2022-02-03T11:00:00,2022-02-03:11,416.54,1643886000,Fort Worth
good,1,4,18,0.19,0.07,39.61,2022-02-03T04:00:00,1.1,6.77,2022-02-03T10:00:00,2022-02-03:10,414.17,1643882400,Fort Worth
good,1,4,19,0.15,0.05,40.41,2022-02-03T03:00:00,0.94,6.65,2022-02-03T09:00:00,2022-02-03:09,411.81,1643878800,Fort Worth
good,1,4,18,0.19,0.08,39.85,2022-02-03T02:00:00,0.93,7.26,2022-02-03T08:00:00,2022-02-03:08,415.7,1643875200,Fort Worth
good,1,4,18,0.22,0.11,39.28,2022-02-03T01:00:00,0.92,7.87,2022-02-03T07:00:00,2022-02-03:07,419.6,1643871600,Fort Worth
good,1,4,18,0.26,0.13,38.71,2022-02-03T00:00:00,0.91,8.48,2022-02-03T06:00:00,2022-02-03:06,423.49,1643868000,Fort Worth
good,1,4,18,0.3,0.16,38.55,2022-02-02T23:00:00,1.13,9.2,2022-02-03T05:00:00,2022-02-03:05,427.52,1643864400,Fort Worth
good,1,4,18,0.34,0.18,38.39,2022-02-02T22:00:00,1.36,9.91,2022-02-03T04:00:00,2022-02-03:04,431.56,1643860800,Fort Worth
good,1,4,18,0.37,0.2,38.22,2022-02-02T21:00:00,1.58,10.62,2022-02-03T03:00:00,2022-02-03:03,435.59,1643857200,Fort Worth
good,1,4,18,0.49,0.28,38.56,2022-02-02T20:00:00,1.59,11.67,2022-02-03T02:00:00,2022-02-03:02,448.39,1643853600,Fort Worth
good,1,4,18,0.61,0.36,38.91,2022-02-02T19:00:00,1.61,12.72,2022-02-03T01:00:00,2022-02-03:01,461.18,1643850000,Fort Worth
good,1,4,18,0.73,0.44,39.25,2022-02-02T18:00:00,1.62,13.77,2022-02-03T00:00:00,2022-02-03:00,473.98,1643846400,Fort Worth
good,1,4,19,1.39,0.82,40.67,2022-02-02T17:00:00,1.75,13.07,2022-02-02T23:00:00,2022-02-02:23,465.08,1643842800,Fort Worth
good,1,4,19,2.05,1.2,42.08,2022-02-02T16:00:00,1.89,12.36,2022-02-02T22:00:00,2022-02-02:22,456.17,1643839200,Fort Worth
good,1,4,20,2.7,1.57,43.5,2022-02-02T15:00:00,2.02,11.65,2022-02-02T21:00:00,2022-02-02:21,447.27,1643835600,Fort Worth
good,1,4,20,4.71,3.03,43.35,2022-02-02T14:00:00,2.11,11.5,2022-02-02T20:00:00,2022-02-02:20,435.31,1643832000,Fort Worth
good,1,4,20,6.72,4.48,43.2,2022-02-02T13:00:00,2.21,11.35,2022-02-02T19:00:00,2022-02-02:19,423.35,1643828400,Fort Worth
good,1,4,25,8.73,5.94,43.05,2022-02-02T12:00:00,2.3,11.2,2022-02-02T18:00:00,2022-02-02:18,411.39,1643824800,Fort Worth
good,1,4,27,9.04,6.43,44.17,2022-02-02T11:00:00,2.09,11.37,2022-02-02T17:00:00,2022-02-02:17,407.08,1643821200,Fort Worth
good,1,4,29,9.35,6.92,45.28,2022-02-02T10:00:00,1.89,11.55,2022-02-02T16:00:00,2022-02-02:16,402.77,1643817600,Fort Worth
good,1,4,31,9.66,7.41,46.4,2022-02-02T09:00:00,1.68,11.72,2022-02-02T15:00:00,2022-02-02:15,398.46,1643814000,Fort Worth
good,1,4,29,8.96,6.97,48.43,2022-02-02T08:00:00,1.6,10.37,2022-02-02T14:00:00,2022-02-02:14,389.28,1643810400,Fort Worth
good,1,4,27,8.26,6.52,50.46,2022-02-02T07:00:00,1.51,9.03,2022-02-02T13:00:00,2022-02-02:13,380.1,1643806800,Fort Worth
good,1,4,25,7.56,6.08,52.48,2022-02-02T06:00:00,1.43,7.68,2022-02-02T12:00:00,2022-02-02:12,370.92,1643803200,Fort Worth
good,1,4,25,7.24,5.87,52.99,2022-02-02T05:00:00,1.44,7.36,2022-02-02T11:00:00,2022-02-02:11,368.28,1643799600,Fort Worth
good,1,4,25,6.91,5.66,53.5,2022-02-02T04:00:00,1.45,7.04,2022-02-02T10:00:00,2022-02-02:10,365.63,1643796000,Fort Worth
good,1,4,25,6.58,5.45,54,2022-02-02T03:00:00,1.46,6.72,2022-02-02T09:00:00,2022-02-02:09,362.99,1643792400,Fort Worth
good,1,4,24,6.52,5.49,52.81,2022-02-02T02:00:00,1.6,7.7,2022-02-02T08:00:00,2022-02-02:08,367.58,1643788800,Fort Worth
good,1,4,24,6.46,5.53,51.62,2022-02-02T01:00:00,1.74,8.68,2022-02-02T07:00:00,2022-02-02:07,372.17,1643785200,Fort Worth
good,1,4,23,6.4,5.57,50.43,2022-02-02T00:00:00,1.88,9.66,2022-02-02T06:00:00,2022-02-02:06,376.76,1643781600,Fort Worth
good,1,4,24,6.01,5.13,51.77,2022-02-01T23:00:00,1.97,10.4,2022-02-02T05:00:00,2022-02-02:05,382.32,1643778000,Fort Worth
good,1,4,25,5.62,4.69,53.11,2022-02-01T22:00:00,2.06,11.15,2022-02-02T04:00:00,2022-02-02:04,387.89,1643774400,Fort Worth
good,1,4,25,5.23,4.24,54.45,2022-02-01T21:00:00,2.14,11.89,2022-02-02T03:00:00,2022-02-02:03,393.45,1643770800,Fort Worth
good,1,4,26,4.87,3.91,56.54,2022-02-01T20:00:00,2.27,11.1,2022-02-02T02:00:00,2022-02-02:02,383.71,1643767200,Fort Worth
good,1,4,27,4.5,3.59,58.62,2022-02-01T19:00:00,2.4,10.31,2022-02-02T01:00:00,2022-02-02:01,373.98,1643763600,Fort Worth
good,1,4,28,4.14,3.26,60.71,2022-02-01T18:00:00,2.53,9.52,2022-02-02T00:00:00,2022-02-02:00,364.24,1643760000,Fort Worth
good,1,4,29,3.69,2.93,63.03,2022-02-01T17:00:00,2.48,8.09,2022-02-01T23:00:00,2022-02-01:23,359.1,1643756400,Fort Worth
good,1,4,30,3.25,2.6,65.36,2022-02-01T16:00:00,2.44,6.66,2022-02-01T22:00:00,2022-02-01:22,353.95,1643752800,Fort Worth
good,1,4,31,2.81,2.28,67.68,2022-02-01T15:00:00,2.4,5.23,2022-02-01T21:00:00,2022-02-01:21,348.81,1643749200,Fort Worth
good,1,4,31,2.76,2.1,66.13,2022-02-01T14:00:00,2.37,6.44,2022-02-01T20:00:00,2022-02-01:20,355.9,1643745600,Fort Worth
good,1,4,30,2.71,1.93,64.58,2022-02-01T13:00:00,2.34,7.66,2022-02-01T19:00:00,2022-02-01:19,362.99,1643742000,Fort Worth
good,1,4,29,2.66,1.75,63.03,2022-02-01T12:00:00,2.31,8.88,2022-02-01T18:00:00,2022-02-01:18,370.09,1643738400,Fort Worth
good,1,4,28,3.28,2.17,60.59,2022-02-01T11:00:00,2.26,10.5,2022-02-01T17:00:00,2022-02-01:17,370.78,1643734800,Fort Worth
good,1,4,27,3.9,2.59,58.14,2022-02-01T10:00:00,2.21,12.11,2022-02-01T16:00:00,2022-02-01:16,371.48,1643731200,Fort Worth
good,1,4,26,4.51,3.01,55.7,2022-02-01T09:00:00,2.16,13.73,2022-02-01T15:00:00,2022-02-01:15,372.17,1643727600,Fort Worth
good,1,4,26,4.04,2.81,56.89,2022-02-01T08:00:00,1.69,11.64,2022-02-01T14:00:00,2022-02-01:14,360.07,1643724000,Fort Worth
good,1,4,27,3.56,2.61,58.08,2022-02-01T07:00:00,1.23,9.55,2022-02-01T13:00:00,2022-02-01:13,347.97,1643720400,Fort Worth
good,1,4,27,3.08,2.41,59.28,2022-02-01T06:00:00,0.76,7.47,2022-02-01T12:00:00,2022-02-01:12,335.87,1643716800,Fort Worth
good,1,4,27,3.17,2.52,59.34,2022-02-01T05:00:00,0.86,6.97,2022-02-01T11:00:00,2022-02-01:11,332.53,1643713200,Fort Worth
good,1,4,27,3.26,2.63,59.4,2022-02-01T04:00:00,0.97,6.47,2022-02-01T10:00:00,2022-02-01:10,329.2,1643709600,Fort Worth
good,1,4,27,3.35,2.73,59.46,2022-02-01T03:00:00,1.07,5.98,2022-02-01T09:00:00,2022-02-01:09,325.86,1643706000,Fort Worth
good,1,4,27,3.27,2.68,57.91,2022-02-01T02:00:00,1.18,7.4,2022-02-01T08:00:00,2022-02-01:08,335.87,1643702400,Fort Worth
good,1,4,26,3.19,2.62,56.36,2022-02-01T01:00:00,1.3,8.83,2022-02-01T07:00:00,2022-02-01:07,345.89,1643698800,Fort Worth
good,1,4,25,3.11,2.57,54.81,2022-02-01T00:00:00,1.42,10.25,2022-02-01T06:00:00,2022-02-01:06,355.9,1643695200,Fort Worth
good,1,4,29,22.1,7,30.92,2022-03-01T00:00:00,0.2,10.78,2022-03-01T06:00:00,2022-03-01:06,306.85,1646114400,Jacksonville
good,1,4,25,21.05,6,32.22,2022-02-28T23:00:00,0.24,11.52,2022-03-01T05:00:00,2022-03-01:05,311.12,1646110800,Jacksonville
good,1,4,21,19.99,5,33.51,2022-02-28T22:00:00,0.28,12.27,2022-03-01T04:00:00,2022-03-01:04,315.4,1646107200,Jacksonville
good,1,4,17,18.93,4,34.81,2022-02-28T21:00:00,0.32,13.01,2022-03-01T03:00:00,2022-03-01:03,319.67,1646103600,Jacksonville
good,1,4,29,16.82,4,62,2022-02-28T20:00:00,0.37,12.29,2022-03-01T02:00:00,2022-03-01:02,313.09,1646100000,Jacksonville
good,1,4,34,14.72,5.54,72.94,2022-02-28T19:00:00,0.43,11.58,2022-03-01T01:00:00,2022-03-01:01,306.52,1646096400,Jacksonville
good,1,4,43,12.61,6.3,92,2022-02-28T18:00:00,0.49,10.86,2022-03-01T00:00:00,2022-03-01:00,299.94,1646092800,Jacksonville
good,1,4,44,11.15,4,95.33,2022-02-28T17:00:00,0.94,7.52,2022-02-28T23:00:00,2022-02-28:23,282.9,1646089200,Jacksonville
good,1,4,46,9.68,7,100,2022-02-28T16:00:00,1.4,4.18,2022-02-28T22:00:00,2022-02-28:22,265.86,1646085600,Jacksonville
good,1,4,47,8.22,8,102,2022-02-28T15:00:00,1.85,0.85,2022-02-28T21:00:00,2022-02-28:21,248.82,1646082000,Jacksonville
good,1,4,47,9.69,7,101.14,2022-02-28T14:00:00,2.23,1.19,2022-02-28T20:00:00,2022-02-28:20,254.21,1646078400,Jacksonville
good,1,4,44,11.15,6,96,2022-02-28T13:00:00,2.61,1.54,2022-02-28T19:00:00,2022-02-28:19,259.59,1646074800,Jacksonville
good,1,4,46,12.62,2,99.42,2022-02-28T12:00:00,2.98,1.88,2022-02-28T18:00:00,2022-02-28:18,264.97,1646071200,Jacksonville
good,1,4,42,12.57,5,90.97,2022-02-28T11:00:00,2.54,2.41,2022-02-28T17:00:00,2022-02-28:17,270.6,1646067600,Jacksonville
good,1,4,40,12.52,9,86,2022-02-28T10:00:00,2.1,2.94,2022-02-28T16:00:00,2022-02-28:16,276.22,1646064000,Jacksonville
ok,1,3,52,12.47,9.35,74.06,2022-02-28T09:00:00,1.67,3.46,2022-02-28T15:00:00,2022-02-28:15,281.84,1646060400,Jacksonville
good,1,4,30,12.4,6,64,2022-02-28T08:00:00,1.41,3.33,2022-02-28T14:00:00,2022-02-28:14,281.92,1646056800,Jacksonville
good,1,4,31,12.33,2,66.17,2022-02-28T07:00:00,1.15,3.19,2022-02-28T13:00:00,2022-02-28:13,282,1646053200,Jacksonville
good,1,4,29,12.27,3,62.22,2022-02-28T06:00:00,0.89,3.05,2022-02-28T12:00:00,2022-02-28:12,282.08,1646049600,Jacksonville
good,1,4,27,11.35,5,58.92,2022-02-28T05:00:00,0.8,3.03,2022-02-28T11:00:00,2022-02-28:11,282.13,1646046000,Jacksonville
good,1,4,26,10.44,0,55.62,2022-02-28T04:00:00,0.71,3.01,2022-02-28T10:00:00,2022-02-28:10,282.18,1646042400,Jacksonville
good,1,4,28,9.52,6.84,52.31,2022-02-28T03:00:00,0.62,2.99,2022-02-28T09:00:00,2022-02-28:09,282.24,1646038800,Jacksonville
good,1,4,24,8.15,3,52.21,2022-02-28T02:00:00,0.55,3.05,2022-02-28T08:00:00,2022-02-28:08,282,1646035200,Jacksonville
good,1,4,24,6.77,4,52.1,2022-02-28T01:00:00,0.48,3.11,2022-02-28T07:00:00,2022-02-28:07,281.77,1646031600,Jacksonville
good,1,4,24,5.4,4,52,2022-02-28T00:00:00,0.42,3.17,2022-02-28T06:00:00,2022-02-28:06,281.54,1646028000,Jacksonville
good,1,4,26,4.82,3,56.09,2022-02-27T23:00:00,0.5,3.17,2022-02-28T05:00:00,2022-02-28:05,280.26,1646024400,Jacksonville
good,1,4,28,4.23,3,60.19,2022-02-27T22:00:00,0.58,3.17,2022-02-28T04:00:00,2022-02-28:04,278.98,1646020800,Jacksonville
good,1,4,30,3.65,2.01,64.29,2022-02-27T21:00:00,0.66,3.18,2022-02-28T03:00:00,2022-02-28:03,277.7,1646017200,Jacksonville
good,1,4,20,1.58,1.18,42.47,2022-02-25T15:00:00,2.08,6.54,2022-02-25T21:00:00,2022-02-25:21,419.32,1645822800,Jacksonville
good,1,4,18,1.28,0.96,39.37,2022-02-25T14:00:00,1.97,6.98,2022-02-25T20:00:00,2022-02-25:20,423.35,1645819200,Jacksonville
good,1,4,17,0.98,0.73,36.27,2022-02-25T13:00:00,1.86,7.42,2022-02-25T19:00:00,2022-02-25:19,427.39,1645815600,Jacksonville
good,1,4,15,0.68,0.32,33.17,2022-02-25T12:00:00,1.75,7.86,2022-02-25T18:00:00,2022-02-25:18,431.42,1645812000,Jacksonville
good,1,4,15,0.52,0.39,32.48,2022-02-25T11:00:00,1.4,9.5,2022-02-25T17:00:00,2022-02-25:17,439.76,1645808400,Jacksonville
good,1,4,15,0.36,0.27,31.8,2022-02-25T10:00:00,1.05,11.13,2022-02-25T16:00:00,2022-02-25:16,448.11,1645804800,Jacksonville
good,1,4,21,0.2,0.15,31.11,2022-02-25T09:00:00,0.69,12.77,2022-02-25T15:00:00,2022-02-25:15,456.45,1645801200,Jacksonville
good,1,4,19,0.35,0.27,40.62,2022-02-25T08:00:00,0.65,10.05,2022-02-25T14:00:00,2022-02-25:14,416.54,1645797600,Jacksonville
good,1,4,23,0.51,0.38,50.13,2022-02-25T07:00:00,0.61,7.33,2022-02-25T13:00:00,2022-02-25:13,376.62,1645794000,Jacksonville
good,1,4,28,0.66,0.56,59.63,2022-02-25T06:00:00,0.57,4.62,2022-02-25T12:00:00,2022-02-25:12,336.71,1645790400,Jacksonville
good,1,4,28,3.65,3.04,59.63,2022-02-25T05:00:00,0.95,3.79,2022-02-25T11:00:00,2022-02-25:11,331,1645786800,Jacksonville
good,1,4,29,6.64,4.98,59.63,2022-02-25T04:00:00,1.33,2.97,2022-02-25T10:00:00,2022-02-25:10,325.3,1645783200,Jacksonville
good,1,4,33,9.63,8,59.63,2022-02-25T03:00:00,1.72,2.14,2022-02-25T09:00:00,2022-02-25:09,319.6,1645779600,Jacksonville
good,1,4,37,11.58,9,62.5,2022-02-25T02:00:00,2.24,2.16,2022-02-25T08:00:00,2022-02-25:08,321.13,1645776000,Jacksonville
good,1,4,30,13.54,7,65.36,2022-02-25T01:00:00,2.75,2.17,2022-02-25T07:00:00,2022-02-25:07,322.66,1645772400,Jacksonville
good,1,4,50,15.49,12,68.22,2022-02-25T00:00:00,3.27,2.18,2022-02-25T06:00:00,2022-02-25:06,324.19,1645768800,Jacksonville
good,1,4,47,14.01,11.33,70.96,2022-02-24T23:00:00,4.39,2.09,2022-02-25T05:00:00,2022-02-25:05,323.77,1645765200,Jacksonville
good,1,4,46,12.54,11,73.7,2022-02-24T22:00:00,5.5,2,2022-02-25T04:00:00,2022-02-25:04,323.36,1645761600,Jacksonville
good,1,4,42,11.07,10,76.44,2022-02-24T21:00:00,6.62,1.9,2022-02-25T03:00:00,2022-02-25:03,322.94,1645758000,Jacksonville
ok,1,3,52,8.88,6.66,75.25,2022-02-24T20:00:00,5.88,2.07,2022-02-25T02:00:00,2022-02-25:02,325.3,1645754400,Jacksonville
good,1,4,37,6.68,5.01,74.06,2022-02-24T19:00:00,5.15,2.25,2022-02-25T01:00:00,2022-02-25:01,327.67,1645750800,Jacksonville
good,1,4,34,4.49,2.79,72.87,2022-02-24T18:00:00,4.42,2.42,2022-02-25T00:00:00,2022-02-25:00,330.03,1645747200,Jacksonville
good,1,4,33,4.05,3.03,71.26,2022-02-24T17:00:00,3.72,1.95,2022-02-24T23:00:00,2022-02-24:23,329.34,1645743600,Jacksonville
ok,1,3,63,3.6,2.7,69.65,2022-02-24T16:00:00,3.02,1.47,2022-02-24T22:00:00,2022-02-24:22,328.64,1645740000,Jacksonville
good,1,4,42,3.15,2.36,68.04,2022-02-24T15:00:00,2.31,1,2022-02-24T21:00:00,2022-02-24:21,327.94,1645736400,Jacksonville
good,1,4,37,4.05,3.04,67.98,2022-02-24T14:00:00,2.61,1.47,2022-02-24T20:00:00,2022-02-24:20,329.06,1645732800,Jacksonville
good,1,4,46,4.94,3.71,67.92,2022-02-24T13:00:00,2.91,1.93,2022-02-24T19:00:00,2022-02-24:19,330.17,1645729200,Jacksonville
good,1,4,50,5.84,4.38,67.86,2022-02-24T12:00:00,3.2,2.4,2022-02-24T18:00:00,2022-02-24:18,331.28,1645725600,Jacksonville
good,1,4,33,6.86,5.14,66.07,2022-02-24T11:00:00,3.14,2.83,2022-02-24T17:00:00,2022-02-24:17,334.48,1645722000,Jacksonville
good,1,4,37,7.88,5.91,64.28,2022-02-24T10:00:00,3.08,3.25,2022-02-24T16:00:00,2022-02-24:16,337.68,1645718400,Jacksonville
good,1,4,29,8.91,7,62.5,2022-02-24T09:00:00,3.01,3.68,2022-02-24T15:00:00,2022-02-24:15,340.88,1645714800,Jacksonville
good,1,4,30,10.65,1,64.05,2022-02-24T08:00:00,3.15,3.5,2022-02-24T14:00:00,2022-02-24:14,340.6,1645711200,Jacksonville
good,1,4,30,12.4,3,65.59,2022-02-24T07:00:00,3.29,3.32,2022-02-24T13:00:00,2022-02-24:13,340.32,1645707600,Jacksonville
