,aqi,pm10,pm25,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city
7489,15.0,4.35,2.6,32.95,2022-02-25T10:00:00,2.79,9.16,2022-02-25T16:00:00,2022-02-25:16,435.59,1645804800,Fort Worth
7490,14.0,4.9,2.94,30.09,2022-02-25T09:00:00,3.0,10.43,2022-02-25T15:00:00,2022-02-25:15,438.93,1645801200,Fort Worth
7491,14.0,5.17,3.37,28.06,2022-02-25T08:00:00,2.92,11.1,2022-02-25T14:00:00,2022-02-25:14,437.54,1645797600,Fort Worth
7492,16.0,5.43,3.8,26.03,2022-02-25T07:00:00,2.83,11.76,2022-02-25T13:00:00,2022-02-25:13,436.15,1645794000,Fort Worth
7493,18.0,5.7,4.23,24.01,2022-02-25T06:00:00,2.75,12.42,2022-02-25T12:00:00,2022-02-25:12,434.76,1645790400,Fort Worth
7494,17.0,5.5,4.11,24.2,2022-02-25T05:00:00,2.43,12.3,2022-02-25T11:00:00,2022-02-25:11,431.84,1645786800,Fort Worth
7495,17.0,5.3,3.99,24.39,2022-02-25T04:00:00,2.11,12.17,2022-02-25T10:00:00,2022-02-25:10,428.92,1645783200,Fort Worth
7496,16.0,5.1,3.88,24.59,2022-02-25T03:00:00,1.79,12.04,2022-02-25T09:00:00,2022-02-25:09,425.99,1645779600,Fort Worth
7497,14.0,4.51,3.27,24.51,2022-02-25T02:00:00,1.82,12.77,2022-02-25T08:00:00,2022-02-25:08,431.42,1645776000,Fort Worth
7498,11.0,3.92,2.67,24.44,2022-02-25T01:00:00,1.85,13.51,2022-02-25T07:00:00,2022-02-25:07,436.84,1645772400,Fort Worth
7499,11.0,3.32,2.06,24.36,2022-02-25T00:00:00,1.88,14.24,2022-02-25T06:00:00,2022-02-25:06,442.27,1645768800,Fort Worth
7500,11.0,3.51,2.2,23.61,2022-02-24T23:00:00,1.8599999999999999,14.42,2022-02-25T05:00:00,2022-02-25:05,440.32,1645765200,Fort Worth
7501,11.0,3.69,2.33,22.86,2022-02-24T22:00:00,1.8399999999999999,14.6,2022-02-25T04:00:00,2022-02-25:04,438.37,1645761600,Fort Worth
7502,10.0,3.88,2.46,22.11,2022-02-24T21:00:00,1.83,14.78,2022-02-25T03:00:00,2022-02-25:03,436.43,1645758000,Fort Worth
7503,11.0,3.65,2.39,22.8,2022-02-24T20:00:00,1.79,13.44,2022-02-25T02:00:00,2022-02-25:02,435.87,1645754400,Fort Worth
7504,11.0,3.43,2.32,23.49,2022-02-24T19:00:00,1.76,12.1,2022-02-25T01:00:00,2022-02-25:01,435.31,1645750800,Fort Worth
7505,11.0,3.21,2.26,24.18,2022-02-24T18:00:00,1.72,10.76,2022-02-25T00:00:00,2022-02-25:00,434.76,1645747200,Fort Worth
7506,11.0,2.47,1.6800000000000002,24.53,2022-02-24T17:00:00,1.6800000000000002,9.6,2022-02-24T23:00:00,2022-02-24:23,433.09,1645743600,Fort Worth
7507,12.0,1.73,1.1,24.87,2022-02-24T16:00:00,1.65,8.44,2022-02-24T22:00:00,2022-02-24:22,431.42,1645740000,Fort Worth
7508,12.0,0.99,0.52,25.21,2022-02-24T15:00:00,1.6099999999999999,7.27,2022-02-24T21:00:00,2022-02-24:21,429.75,1645736400,Fort Worth
7509,12.0,0.98,0.52,25.23,2022-02-24T14:00:00,1.8,7.63,2022-02-24T20:00:00,2022-02-24:20,434.76,1645732800,Fort Worth
7510,12.0,0.97,0.52,25.24,2022-02-24T13:00:00,1.98,7.99,2022-02-24T19:00:00,2022-02-24:19,439.76,1645729200,Fort Worth
7511,12.0,0.96,0.51,25.26,2022-02-24T12:00:00,2.17,8.35,2022-02-24T18:00:00,2022-02-24:18,444.77,1645725600,Fort Worth
7512,11.0,1.69,0.79,23.95,2022-02-24T11:00:00,2.29,10.01,2022-02-24T17:00:00,2022-02-24:17,445.88,1645722000,Fort Worth
7513,10.0,2.41,1.06,22.63,2022-02-24T10:00:00,2.41,11.67,2022-02-24T16:00:00,2022-02-24:16,447.0,1645718400,Fort Worth
7514,10.0,3.13,1.33,21.32,2022-02-24T09:00:00,2.5300000000000002,13.32,2022-02-24T15:00:00,2022-02-24:15,448.11,1645714800,Fort Worth
7515,10.0,2.79,1.3,21.69,2022-02-24T08:00:00,2.26,13.27,2022-02-24T14:00:00,2022-02-24:14,441.15,1645711200,Fort Worth
7516,10.0,2.44,1.28,22.05,2022-02-24T07:00:00,1.98,13.22,2022-02-24T13:00:00,2022-02-24:13,434.2,1645707600,Fort Worth
7517,10.0,2.1,1.25,22.42,2022-02-24T06:00:00,1.71,13.17,2022-02-24T12:00:00,2022-02-24:12,427.25,1645704000,Fort Worth
7518,11.0,2.21,1.35,22.87,2022-02-24T05:00:00,1.6800000000000002,12.84,2022-02-24T11:00:00,2022-02-24:11,425.99,1645700400,Fort Worth
7519,11.0,2.33,1.46,23.33,2022-02-24T04:00:00,1.65,12.5,2022-02-24T10:00:00,2022-02-24:10,424.74,1645696800,Fort Worth
7520,11.0,2.45,1.56,23.78,2022-02-24T03:00:00,1.62,12.17,2022-02-24T09:00:00,2022-02-24:09,423.49,1645693200,Fort Worth
7521,10.0,2.93,1.73,22.7,2022-02-24T02:00:00,1.77,12.75,2022-02-24T08:00:00,2022-02-24:08,426.69,1645689600,Fort Worth
7522,10.0,3.41,1.9,21.62,2022-02-24T01:00:00,1.9100000000000001,13.32,2022-02-24T07:00:00,2022-02-24:07,429.89,1645686000,Fort Worth
7523,10.0,3.88,2.08,20.54,2022-02-24T00:00:00,2.06,13.9,2022-02-24T06:00:00,2022-02-24:06,433.09,1645682400,Fort Worth
7524,9.0,3.7,1.92,18.84,2022-02-23T23:00:00,2.08,14.29,2022-02-24T05:00:00,2022-02-24:05,435.59,1645678800,Fort Worth
7525,8.0,3.52,1.76,17.14,2022-02-23T22:00:00,2.11,14.67,2022-02-24T04:00:00,2022-02-24:04,438.09,1645675200,Fort Worth
7526,7.0,3.33,1.5899999999999999,15.45,2022-02-23T21:00:00,2.13,15.06,2022-02-24T03:00:00,2022-02-24:03,440.6,1645671600,Fort Worth
7527,8.0,3.17,1.55,17.26,2022-02-23T20:00:00,2.07,13.73,2022-02-24T02:00:00,2022-02-24:02,440.88,1645668000,Fort Worth
7528,9.0,3.0,1.5,19.07,2022-02-23T19:00:00,2.01,12.4,2022-02-24T01:00:00,2022-02-24:01,441.15,1645664400,Fort Worth
7529,10.0,2.83,1.45,20.88,2022-02-23T18:00:00,1.94,11.07,2022-02-24T00:00:00,2022-02-24:00,441.43,1645660800,Fort Worth
7530,11.0,2.5,1.32,22.71,2022-02-23T17:00:00,1.9500000000000002,9.43,2022-02-23T23:00:00,2022-02-23:23,438.93,1645657200,Fort Worth
7531,11.0,2.16,1.19,24.54,2022-02-23T16:00:00,1.96,7.79,2022-02-23T22:00:00,2022-02-23:22,436.43,1645653600,Fort Worth
7532,12.0,1.83,1.06,26.38,2022-02-23T15:00:00,1.97,6.15,2022-02-23T21:00:00,2022-02-23:21,433.92,1645650000,Fort Worth
7533,12.0,2.46,1.31,26.4,2022-02-23T14:00:00,2.05,6.11,2022-02-23T20:00:00,2022-02-23:20,434.2,1645646400,Fort Worth
7534,12.0,3.09,1.55,26.43,2022-02-23T13:00:00,2.13,6.08,2022-02-23T19:00:00,2022-02-23:19,434.48,1645642800,Fort Worth
7535,12.0,3.7199999999999998,1.8,26.46,2022-02-23T12:00:00,2.21,6.04,2022-02-23T18:00:00,2022-02-23:18,434.76,1645639200,Fort Worth
7536,12.0,3.36,1.78,26.09,2022-02-23T11:00:00,2.21,7.07,2022-02-23T17:00:00,2022-02-23:17,432.81,1645635600,Fort Worth
7537,12.0,3.01,1.75,25.72,2022-02-23T10:00:00,2.21,8.1,2022-02-23T16:00:00,2022-02-23:16,430.86,1645632000,Fort Worth
7538,12.0,2.65,1.72,25.35,2022-02-23T09:00:00,2.21,9.13,2022-02-23T15:00:00,2022-02-23:15,428.92,1645628400,Fort Worth
7539,12.0,3.39,2.11,25.82,2022-02-23T08:00:00,2.01,9.13,2022-02-23T14:00:00,2022-02-23:14,428.08,1645624800,Fort Worth
7540,12.0,4.12,2.5,26.3,2022-02-23T07:00:00,1.8,9.13,2022-02-23T13:00:00,2022-02-23:13,427.25,1645621200,Fort Worth
7541,12.0,4.86,2.88,26.78,2022-02-23T06:00:00,1.6,9.14,2022-02-23T12:00:00,2022-02-23:12,426.41,1645617600,Fort Worth
7542,14.0,5.41,3.4,27.45,2022-02-23T05:00:00,1.51,9.2,2022-02-23T11:00:00,2022-02-23:11,426.41,1645614000,Fort Worth
7543,16.0,5.95,3.92,28.12,2022-02-23T04:00:00,1.4100000000000001,9.26,2022-02-23T10:00:00,2022-02-23:10,426.41,1645610400,Fort Worth
7544,18.0,6.5,4.45,28.79,2022-02-23T03:00:00,1.32,9.32,2022-02-23T09:00:00,2022-02-23:09,426.41,1645606800,Fort Worth
7545,20.0,7.06,4.74,30.23,2022-02-23T02:00:00,1.4100000000000001,9.9,2022-02-23T08:00:00,2022-02-23:08,431.7,1645603200,Fort Worth
7546,21.0,7.62,5.04,31.68,2022-02-23T01:00:00,1.5,10.47,2022-02-23T07:00:00,2022-02-23:07,436.98,1645599600,Fort Worth
7547,22.0,8.19,5.34,33.13,2022-02-23T00:00:00,1.5899999999999999,11.05,2022-02-23T06:00:00,2022-02-23:06,442.27,1645596000,Fort Worth
7548,22.0,9.72,5.33,34.42,2022-02-22T23:00:00,1.5,12.05,2022-02-23T05:00:00,2022-02-23:05,446.44,1645592400,Fort Worth
7549,22.0,11.26,5.31,35.72,2022-02-22T22:00:00,1.4,13.04,2022-02-23T04:00:00,2022-02-23:04,450.61,1645588800,Fort Worth
7550,22.0,12.8,5.29,37.01,2022-02-22T21:00:00,1.3,14.03,2022-02-23T03:00:00,2022-02-23:03,454.78,1645585200,Fort Worth
7551,25.0,16.94,5.95,43.87,2022-02-22T20:00:00,1.26,14.04,2022-02-23T02:00:00,2022-02-23:02,447.27,1645581600,Fort Worth
7552,28.0,21.09,6.62,50.72,2022-02-22T19:00:00,1.21,14.04,2022-02-23T01:00:00,2022-02-23:01,439.76,1645578000,Fort Worth
7553,30.0,25.24,7.28,57.58,2022-02-22T18:00:00,1.16,14.05,2022-02-23T00:00:00,2022-02-23:00,432.25,1645574400,Fort Worth
7554,30.0,25.1,6.57,65.21,2022-02-22T17:00:00,1.07,10.01,2022-02-22T23:00:00,2022-02-22:23,406.8,1645570800,Fort Worth
7555,34.0,24.96,5.87,72.84,2022-02-22T16:00:00,0.97,5.97,2022-02-22T22:00:00,2022-02-22:22,381.35,1645567200,Fort Worth
7556,37.0,24.82,5.16,80.47,2022-02-22T15:00:00,0.88,1.92,2022-02-22T21:00:00,2022-02-22:21,355.9,1645563600,Fort Worth
7557,34.0,23.67,5.4,72.45,2022-02-22T14:00:00,0.9400000000000001,2.58,2022-02-22T20:00:00,2022-02-22:20,363.83,1645560000,Fort Worth
7558,30.0,22.51,5.63,64.43,2022-02-22T13:00:00,1.0,3.24,2022-02-22T19:00:00,2022-02-22:19,371.75,1645556400,Fort Worth
7559,26.0,21.36,5.87,56.42,2022-02-22T12:00:00,1.07,3.9,2022-02-22T18:00:00,2022-02-22:18,379.68,1645552800,Fort Worth
7560,25.0,17.36,5.68,53.41,2022-02-22T11:00:00,1.06,4.31,2022-02-22T17:00:00,2022-02-22:17,371.62,1645549200,Fort Worth
7561,23.0,13.37,5.48,50.4,2022-02-22T10:00:00,1.05,4.73,2022-02-22T16:00:00,2022-02-22:16,363.55,1645545600,Fort Worth
7562,22.0,9.38,5.28,47.39,2022-02-22T09:00:00,1.04,5.14,2022-02-22T15:00:00,2022-02-22:15,355.48,1645542000,Fort Worth
7563,22.0,8.84,5.13,47.86,2022-02-22T08:00:00,0.98,4.61,2022-02-22T14:00:00,2022-02-22:14,349.5,1645538400,Fort Worth
7564,22.0,8.31,4.97,48.34,2022-02-22T07:00:00,0.91,4.07,2022-02-22T13:00:00,2022-02-22:13,343.52,1645534800,Fort Worth
7565,23.0,7.78,4.82,48.82,2022-02-22T06:00:00,0.85,3.54,2022-02-22T12:00:00,2022-02-22:12,337.54,1645531200,Fort Worth
7566,23.0,8.58,4.98,50.1,2022-02-22T05:00:00,0.87,3.42,2022-02-22T11:00:00,2022-02-22:11,341.57,1645527600,Fort Worth
7567,24.0,9.38,5.15,51.38,2022-02-22T04:00:00,0.89,3.31,2022-02-22T10:00:00,2022-02-22:10,345.61,1645524000,Fort Worth
7568,24.0,10.18,5.31,52.66,2022-02-22T03:00:00,0.91,3.19,2022-02-22T09:00:00,2022-02-22:09,349.64,1645520400,Fort Worth
7569,25.0,9.57,4.98,54.39,2022-02-22T02:00:00,0.97,3.15,2022-02-22T08:00:00,2022-02-22:08,343.94,1645516800,Fort Worth
7570,26.0,8.96,4.64,56.12,2022-02-22T01:00:00,1.04,3.11,2022-02-22T07:00:00,2022-02-22:07,338.24,1645513200,Fort Worth
7571,27.0,8.35,4.31,57.85,2022-02-22T00:00:00,1.1,3.07,2022-02-22T06:00:00,2022-02-22:06,332.53,1645509600,Fort Worth
7572,28.0,7.47,3.94,61.36,2022-02-21T23:00:00,1.11,3.01,2022-02-22T05:00:00,2022-02-22:05,330.73,1645506000,Fort Worth
7573,30.0,6.58,3.56,64.88,2022-02-21T22:00:00,1.11,2.96,2022-02-22T04:00:00,2022-02-22:04,328.92,1645502400,Fort Worth
7574,32.0,5.69,3.19,68.4,2022-02-21T21:00:00,1.11,2.9,2022-02-22T03:00:00,2022-02-22:03,327.11,1645498800,Fort Worth
7575,34.0,7.11,3.9,74.54,2022-02-21T20:00:00,1.11,2.9,2022-02-22T02:00:00,2022-02-22:02,333.93,1645495200,Fort Worth
7576,37.0,8.53,4.61,80.67,2022-02-21T19:00:00,1.11,2.9,2022-02-22T01:00:00,2022-02-22:01,340.74,1645491600,Fort Worth
7577,40.0,9.95,5.32,86.81,2022-02-21T18:00:00,1.11,2.9,2022-02-22T00:00:00,2022-02-22:00,347.55,1645488000,Fort Worth
7578,40.0,10.03,5.23,85.8,2022-02-21T17:00:00,1.07,2.5,2022-02-21T23:00:00,2022-02-21:23,348.39,1645484400,Fort Worth
7579,39.0,10.11,5.15,84.79,2022-02-21T16:00:00,1.03,2.11,2022-02-21T22:00:00,2022-02-21:22,349.22,1645480800,Fort Worth
7580,39.0,10.19,5.06,83.77,2022-02-21T15:00:00,0.99,1.72,2022-02-21T21:00:00,2022-02-21:21,350.06,1645477200,Fort Worth
7581,38.0,10.9,5.06,82.85,2022-02-21T14:00:00,0.98,2.15,2022-02-21T20:00:00,2022-02-21:20,353.95,1645473600,Fort Worth
7582,38.0,11.6,5.05,81.93,2022-02-21T13:00:00,0.97,2.58,2022-02-21T19:00:00,2022-02-21:19,357.85,1645470000,Fort Worth
7583,37.0,12.31,5.05,81.0,2022-02-21T12:00:00,0.96,3.01,2022-02-21T18:00:00,2022-02-21:18,361.74,1645466400,Fort Worth
7584,36.0,14.87,5.6,78.59,2022-02-21T11:00:00,1.02,3.71,2022-02-21T17:00:00,2022-02-21:17,358.26,1645462800,Fort Worth
7585,35.0,17.44,6.15,76.17,2022-02-21T10:00:00,1.07,4.41,2022-02-21T16:00:00,2022-02-21:16,354.79,1645459200,Fort Worth
7586,34.0,20.0,6.71,73.76,2022-02-21T09:00:00,1.13,5.1,2022-02-21T15:00:00,2022-02-21:15,351.31,1645455600,Fort Worth
7587,35.0,20.39,6.74,75.7,2022-02-21T08:00:00,1.09,4.57,2022-02-21T14:00:00,2022-02-21:14,352.42,1645452000,Fort Worth
7588,36.0,20.77,6.78,77.64,2022-02-21T07:00:00,1.05,4.04,2022-02-21T13:00:00,2022-02-21:13,353.54,1645448400,Fort Worth
7589,37.0,21.16,6.82,79.57,2022-02-21T06:00:00,1.01,3.51,2022-02-21T12:00:00,2022-02-21:12,354.65,1645444800,Fort Worth
7590,38.0,21.74,6.69,81.15,2022-02-21T05:00:00,1.01,3.24,2022-02-21T11:00:00,2022-02-21:11,354.23,1645441200,Fort Worth
7591,38.0,22.32,6.5600000000000005,82.73,2022-02-21T04:00:00,1.01,2.9699999999999998,2022-02-21T10:00:00,2022-02-21:10,353.81,1645437600,Fort Worth
7592,39.0,22.9,6.44,84.31,2022-02-21T03:00:00,1.02,2.71,2022-02-21T09:00:00,2022-02-21:09,353.4,1645434000,Fort Worth
7593,39.0,21.51,6.18,84.91,2022-02-21T02:00:00,1.06,2.9,2022-02-21T08:00:00,2022-02-21:08,353.81,1645430400,Fort Worth
7594,40.0,20.11,5.92,85.5,2022-02-21T01:00:00,1.1,3.08,2022-02-21T07:00:00,2022-02-21:07,354.23,1645426800,Fort Worth
7595,40.0,18.72,5.66,86.1,2022-02-21T00:00:00,1.1400000000000001,3.27,2022-02-21T06:00:00,2022-02-21:06,354.65,1645423200,Fort Worth
7596,41.0,17.78,5.48,88.21,2022-02-20T23:00:00,1.19,3.46,2022-02-21T05:00:00,2022-02-21:05,358.82,1645419600,Fort Worth
7597,42.0,16.85,5.29,90.33,2022-02-20T22:00:00,1.24,3.64,2022-02-21T04:00:00,2022-02-21:04,362.99,1645416000,Fort Worth
7598,43.0,15.91,5.11,92.45,2022-02-20T21:00:00,1.29,3.83,2022-02-21T03:00:00,2022-02-21:03,367.16,1645412400,Fort Worth
7599,42.0,14.42,4.67,91.28,2022-02-20T20:00:00,1.3,3.83,2022-02-21T02:00:00,2022-02-21:02,362.16,1645408800,Fort Worth
7600,42.0,12.93,4.23,90.12,2022-02-20T19:00:00,1.31,3.83,2022-02-21T01:00:00,2022-02-21:01,357.15,1645405200,Fort Worth
7601,41.0,11.43,3.7800000000000002,88.96,2022-02-20T18:00:00,1.32,3.83,2022-02-21T00:00:00,2022-02-21:00,352.14,1645401600,Fort Worth
7602,40.0,9.31,3.19,86.93,2022-02-20T17:00:00,1.38,3.63,2022-02-20T23:00:00,2022-02-20:23,349.78,1645398000,Fort Worth
7603,39.0,7.19,2.59,84.91,2022-02-20T16:00:00,1.44,3.43,2022-02-20T22:00:00,2022-02-20:22,347.42,1645394400,Fort Worth
7604,38.0,5.07,1.99,82.88,2022-02-20T15:00:00,1.51,3.23,2022-02-20T21:00:00,2022-02-20:21,345.05,1645390800,Fort Worth
7605,36.0,4.5600000000000005,2.16,78.08,2022-02-20T14:00:00,1.9,4.25,2022-02-20T20:00:00,2022-02-20:20,349.08,1645387200,Fort Worth
7606,34.0,4.04,2.33,73.28,2022-02-20T13:00:00,2.3,5.27,2022-02-20T19:00:00,2022-02-20:19,353.12,1645383600,Fort Worth
7607,32.0,3.52,2.5,68.49,2022-02-20T12:00:00,2.7,6.3,2022-02-20T18:00:00,2022-02-20:18,357.15,1645380000,Fort Worth
7608,30.0,4.03,2.9,64.49,2022-02-20T11:00:00,2.61,7.4,2022-02-20T17:00:00,2022-02-20:17,366.47,1645376400,Fort Worth
7609,28.0,4.53,3.3,60.5,2022-02-20T10:00:00,2.51,8.5,2022-02-20T16:00:00,2022-02-20:16,375.79,1645372800,Fort Worth
7610,26.0,5.03,3.7,56.51,2022-02-20T09:00:00,2.42,9.6,2022-02-20T15:00:00,2022-02-20:15,385.11,1645369200,Fort Worth
7611,26.0,5.08,3.73,55.67,2022-02-20T08:00:00,2.2800000000000002,8.8,2022-02-20T14:00:00,2022-02-20:14,386.64,1645365600,Fort Worth
7612,25.0,5.14,3.76,54.84,2022-02-20T07:00:00,2.14,8.0,2022-02-20T13:00:00,2022-02-20:13,388.17,1645362000,Fort Worth
7613,25.0,5.19,3.8,54.0,2022-02-20T06:00:00,2.0,7.21,2022-02-20T12:00:00,2022-02-20:12,389.7,1645358400,Fort Worth
7614,25.0,4.85,3.55,53.02,2022-02-20T05:00:00,1.9300000000000002,7.19,2022-02-20T11:00:00,2022-02-20:11,391.78,1645354800,Fort Worth
7615,24.0,4.52,3.31,52.03,2022-02-20T04:00:00,1.8599999999999999,7.17,2022-02-20T10:00:00,2022-02-20:10,393.87,1645351200,Fort Worth
7616,24.0,4.18,3.06,51.05,2022-02-20T03:00:00,1.79,7.15,2022-02-20T09:00:00,2022-02-20:09,395.95,1645347600,Fort Worth
7617,23.0,3.8200000000000003,2.7199999999999998,50.01,2022-02-20T02:00:00,1.7000000000000002,8.14,2022-02-20T08:00:00,2022-02-20:08,399.15,1645344000,Fort Worth
7618,23.0,3.46,2.37,48.97,2022-02-20T01:00:00,1.62,9.13,2022-02-20T07:00:00,2022-02-20:07,402.35,1645340400,Fort Worth
7619,22.0,3.09,2.03,47.92,2022-02-20T00:00:00,1.54,10.11,2022-02-20T06:00:00,2022-02-20:06,405.55,1645336800,Fort Worth
7620,23.0,3.05,2.01,50.25,2022-02-19T23:00:00,1.48,10.52,2022-02-20T05:00:00,2022-02-20:05,405.83,1645333200,Fort Worth
7621,24.0,3.0,1.98,52.57,2022-02-19T22:00:00,1.43,10.92,2022-02-20T04:00:00,2022-02-20:04,406.11,1645329600,Fort Worth
7622,25.0,2.95,1.96,54.9,2022-02-19T21:00:00,1.37,11.33,2022-02-20T03:00:00,2022-02-20:03,406.38,1645326000,Fort Worth
7623,28.0,2.85,1.83,59.72,2022-02-19T20:00:00,1.54,10.44,2022-02-20T02:00:00,2022-02-20:02,399.85,1645322400,Fort Worth
7624,30.0,2.74,1.69,64.55,2022-02-19T19:00:00,1.71,9.54,2022-02-20T01:00:00,2022-02-20:01,393.31,1645318800,Fort Worth
7625,32.0,2.63,1.56,69.38,2022-02-19T18:00:00,1.8900000000000001,8.64,2022-02-20T00:00:00,2022-02-20:00,386.77,1645315200,Fort Worth
7626,34.0,2.43,1.44,72.51,2022-02-19T17:00:00,2.0,6.97,2022-02-19T23:00:00,2022-02-19:23,381.35,1645311600,Fort Worth
7627,35.0,2.22,1.31,75.64,2022-02-19T16:00:00,2.12,5.3,2022-02-19T22:00:00,2022-02-19:22,375.93,1645308000,Fort Worth
7628,36.0,2.02,1.18,78.77,2022-02-19T15:00:00,2.24,3.63,2022-02-19T21:00:00,2022-02-19:21,370.5,1645304400,Fort Worth
7629,31.0,3.54,1.98,66.19,2022-02-19T14:00:00,2.44,5.43,2022-02-19T20:00:00,2022-02-19:20,398.32,1645300800,Fort Worth
7630,25.0,5.06,2.7800000000000002,53.61,2022-02-19T13:00:00,2.64,7.23,2022-02-19T19:00:00,2022-02-19:19,426.13,1645297200,Fort Worth
7631,19.0,6.59,3.58,41.04,2022-02-19T12:00:00,2.84,9.03,2022-02-19T18:00:00,2022-02-19:18,453.95,1645293600,Fort Worth
7632,16.0,6.86,3.81,32.66,2022-02-19T11:00:00,2.3,10.08,2022-02-19T17:00:00,2022-02-19:17,483.71,1645290000,Fort Worth
7633,17.0,7.13,4.04,24.27,2022-02-19T10:00:00,1.75,11.14,2022-02-19T16:00:00,2022-02-19:16,513.47,1645286400,Fort Worth
7634,18.0,7.4,4.27,15.89,2022-02-19T09:00:00,1.21,12.19,2022-02-19T15:00:00,2022-02-19:15,543.24,1645282800,Fort Worth
7635,17.0,7.32,4.15,13.44,2022-02-19T08:00:00,0.99,13.38,2022-02-19T14:00:00,2022-02-19:14,532.67,1645279200,Fort Worth
7636,17.0,7.24,4.03,10.98,2022-02-19T07:00:00,0.76,14.57,2022-02-19T13:00:00,2022-02-19:13,522.1,1645275600,Fort Worth
7637,16.0,7.16,3.91,8.53,2022-02-19T06:00:00,0.54,15.77,2022-02-19T12:00:00,2022-02-19:12,511.53,1645272000,Fort Worth
7638,17.0,7.96,4.13,8.97,2022-02-19T05:00:00,0.72,16.95,2022-02-19T11:00:00,2022-02-19:11,516.81,1645268400,Fort Worth
7639,18.0,8.76,4.35,9.41,2022-02-19T04:00:00,0.91,18.14,2022-02-19T10:00:00,2022-02-19:10,522.1,1645264800,Fort Worth
7640,19.0,9.57,4.57,9.86,2022-02-19T03:00:00,1.09,19.32,2022-02-19T09:00:00,2022-02-19:09,527.38,1645261200,Fort Worth
7641,21.0,10.75,5.05,8.62,2022-02-19T02:00:00,1.33,22.91,2022-02-19T08:00:00,2022-02-19:08,544.35,1645257600,Fort Worth
7642,23.0,11.93,5.52,7.38,2022-02-19T01:00:00,1.58,26.49,2022-02-19T07:00:00,2022-02-19:07,561.32,1645254000,Fort Worth
7643,25.0,13.11,6.0,6.14,2022-02-19T00:00:00,1.82,30.07,2022-02-19T06:00:00,2022-02-19:06,578.28,1645250400,Fort Worth
7644,25.0,12.89,5.95,6.82,2022-02-18T23:00:00,2.41,31.87,2022-02-19T05:00:00,2022-02-19:05,574.95,1645246800,Fort Worth
7645,25.0,12.67,5.91,7.5,2022-02-18T22:00:00,3.01,33.67,2022-02-19T04:00:00,2022-02-19:04,571.61,1645243200,Fort Worth
7646,24.0,12.45,5.87,8.18,2022-02-18T21:00:00,3.6,35.47,2022-02-19T03:00:00,2022-02-19:03,568.27,1645239600,Fort Worth
7647,22.0,10.98,5.27,16.42,2022-02-18T20:00:00,2.94,30.82,2022-02-19T02:00:00,2022-02-19:02,544.07,1645236000,Fort Worth
7648,19.0,9.52,4.68,24.66,2022-02-18T19:00:00,2.2800000000000002,26.18,2022-02-19T01:00:00,2022-02-19:01,519.87,1645232400,Fort Worth
7649,17.0,8.05,4.08,32.9,2022-02-18T18:00:00,1.62,21.53,2022-02-19T00:00:00,2022-02-19:00,495.67,1645228800,Fort Worth
7650,20.0,6.85,3.47,43.18,2022-02-18T17:00:00,1.88,16.25,2022-02-18T23:00:00,2022-02-18:23,461.88,1645225200,Fort Worth
7651,25.0,5.65,2.85,53.47,2022-02-18T16:00:00,2.13,10.98,2022-02-18T22:00:00,2022-02-18:22,428.08,1645221600,Fort Worth
7652,29.0,4.45,2.24,63.75,2022-02-18T15:00:00,2.38,5.71,2022-02-18T21:00:00,2022-02-18:21,394.28,1645218000,Fort Worth
7653,28.0,4.98,2.6,60.62,2022-02-18T14:00:00,2.7199999999999998,5.91,2022-02-18T20:00:00,2022-02-18:20,404.02,1645214400,Fort Worth
7654,27.0,5.51,2.9699999999999998,57.49,2022-02-18T13:00:00,3.05,6.12,2022-02-18T19:00:00,2022-02-18:19,413.76,1645210800,Fort Worth
7655,25.0,6.03,3.33,54.36,2022-02-18T12:00:00,3.39,6.32,2022-02-18T18:00:00,2022-02-18:18,423.49,1645207200,Fort Worth
7656,25.0,6.0,3.3,53.23,2022-02-18T11:00:00,3.25,7.64,2022-02-18T17:00:00,2022-02-18:17,424.74,1645203600,Fort Worth
7657,24.0,5.98,3.26,52.09,2022-02-18T10:00:00,3.11,8.97,2022-02-18T16:00:00,2022-02-18:16,425.99,1645200000,Fort Worth
7658,24.0,5.95,3.23,50.96,2022-02-18T09:00:00,2.9699999999999998,10.29,2022-02-18T15:00:00,2022-02-18:15,427.25,1645196400,Fort Worth
7659,24.0,5.06,2.83,50.81,2022-02-18T08:00:00,2.51,9.47,2022-02-18T14:00:00,2022-02-18:14,421.4,1645192800,Fort Worth
7660,23.0,4.17,2.44,50.66,2022-02-18T07:00:00,2.04,8.64,2022-02-18T13:00:00,2022-02-18:13,415.56,1645189200,Fort Worth
7661,23.0,3.2800000000000002,2.05,50.51,2022-02-18T06:00:00,1.58,7.82,2022-02-18T12:00:00,2022-02-18:12,409.72,1645185600,Fort Worth
7662,24.0,2.88,1.82,52.18,2022-02-18T05:00:00,1.43,6.99,2022-02-18T11:00:00,2022-02-18:11,407.08,1645182000,Fort Worth
7663,25.0,2.48,1.58,53.85,2022-02-18T04:00:00,1.28,6.15,2022-02-18T10:00:00,2022-02-18:10,404.44,1645178400,Fort Worth
7664,26.0,2.09,1.35,55.52,2022-02-18T03:00:00,1.13,5.32,2022-02-18T09:00:00,2022-02-18:09,401.79,1645174800,Fort Worth
